IMAGE_FILE,DESCRIPTION,QUESTION,ANSWER
24485-01view.jpg,"The Bardi di Vernio Chapel in Santa Croce is one of the ten that were built at the same time as the transept between 1295 and 1310. It is located in the northern arm of the transept. The chapel was frescoed c. 1335 by Maso di Banco, one of Giotto's pupils and followers. Patronage of this chapel was not transferred to the Bardi di Vernio until 1602. In the fourteenth century it was the Bardi di Mangona, a branch of the family named after the Castello di Mangona near Florence, who were its patrons.In the upper part of the left (north) wall the St Sylvester cycle of Maso di Banco can be found. The two tomb monuments are unusually elaborated for family chapels of this period. The larger of the two, whose sarcophagus and marble baldachin were later added to the niche decorated by Maso, was for the male member of the family, the smaller one (the arcosolium, an arched recess used as a place of entombment) for the female members. Maso painted only the front wall of the latter, the interior of the niche is attributed to Taddeo Gaddi.On the fresco a male member of the Bardi family kneels on his sarcophagus, quite alone on the desolate plain of the afterlife. His sarcophagus is decorated with marble reliefs of the Man of Sorrows and the Bardi arms, while the image of Christ as a judge, displaying his wounds and surrounded by angels is painted in fresco on the wall above",What can the St Sylvester cycle of Maso di Banco be found in?,in the upper part of the left wall
24485-01view.jpg,"The Bardi di Vernio Chapel in Santa Croce is one of the ten that were built at the same time as the transept between 1295 and 1310. It is located in the northern arm of the transept. The chapel was frescoed c. 1335 by Maso di Banco, one of Giotto's pupils and followers. Patronage of this chapel was not transferred to the Bardi di Vernio until 1602. In the fourteenth century it was the Bardi di Mangona, a branch of the family named after the Castello di Mangona near Florence, who were its patrons.In the upper part of the left (north) wall the St Sylvester cycle of Maso di Banco can be found. The two tomb monuments are unusually elaborated for family chapels of this period. The larger of the two, whose sarcophagus and marble baldachin were later added to the niche decorated by Maso, was for the male member of the family, the smaller one (the arcosolium, an arched recess used as a place of entombment) for the female members. Maso painted only the front wall of the latter, the interior of the niche is attributed to Taddeo Gaddi.On the fresco a male member of the Bardi family kneels on his sarcophagus, quite alone on the desolate plain of the afterlife. His sarcophagus is decorated with marble reliefs of the Man of Sorrows and the Bardi arms, while the image of Christ as a judge, displaying his wounds and surrounded by angels is painted in fresco on the wall above","Where did Maso paint only the front wall of the latter, the interior of the niche is attributed?",to Taddeo Gaddi
18424-2105grec.jpg,"This portrait is an example of El Greco's late work. Juan Pardo de Tavera (1472-1545) held both important ecclesiastical and political offices under Charles V, being active among other things as Grand Inquisitor and government chief of Castile. He founded in 1541 the Hospital de San Juan Bautista. By the time of his portrayal, however, he had long been deceased, the portrait was commissioned by Pedro Salazar de Mendoza, an important figure in Toledo's religious life, and the administrator of the Hospital de San Juan Bautista.The painting is signed at the bottom right",Who did Juan Pardo de Tavera hold under Charles V?,both important ecclesiastical and political offices
18424-2105grec.jpg,"This portrait is an example of El Greco's late work. Juan Pardo de Tavera (1472-1545) held both important ecclesiastical and political offices under Charles V, being active among other things as Grand Inquisitor and government chief of Castile. He founded in 1541 the Hospital de San Juan Bautista. By the time of his portrayal, however, he had long been deceased, the portrait was commissioned by Pedro Salazar de Mendoza, an important figure in Toledo's religious life, and the administrator of the Hospital de San Juan Bautista.The painting is signed at the bottom right",What did Juan Pardo de Tavera hold both important ecclesiastical and political offices under?,under Charles V
18424-2105grec.jpg,"This portrait is an example of El Greco's late work. Juan Pardo de Tavera (1472-1545) held both important ecclesiastical and political offices under Charles V, being active among other things as Grand Inquisitor and government chief of Castile. He founded in 1541 the Hospital de San Juan Bautista. By the time of his portrayal, however, he had long been deceased, the portrait was commissioned by Pedro Salazar de Mendoza, an important figure in Toledo's religious life, and the administrator of the Hospital de San Juan Bautista.The painting is signed at the bottom right",What was Juan Pardo de Tavera active among?,among other things as Grand Inquisitor and government chief of Castile
18424-2105grec.jpg,"This portrait is an example of El Greco's late work. Juan Pardo de Tavera (1472-1545) held both important ecclesiastical and political offices under Charles V, being active among other things as Grand Inquisitor and government chief of Castile. He founded in 1541 the Hospital de San Juan Bautista. By the time of his portrayal, however, he had long been deceased, the portrait was commissioned by Pedro Salazar de Mendoza, an important figure in Toledo's religious life, and the administrator of the Hospital de San Juan Bautista.The painting is signed at the bottom right",Who founded in 1541 the Hospital de San Juan Bautista?,Juan Pardo de Tavera
18424-2105grec.jpg,"This portrait is an example of El Greco's late work. Juan Pardo de Tavera (1472-1545) held both important ecclesiastical and political offices under Charles V, being active among other things as Grand Inquisitor and government chief of Castile. He founded in 1541 the Hospital de San Juan Bautista. By the time of his portrayal, however, he had long been deceased, the portrait was commissioned by Pedro Salazar de Mendoza, an important figure in Toledo's religious life, and the administrator of the Hospital de San Juan Bautista.The painting is signed at the bottom right",Who was active among other things as Grand Inquisitor and government chief of Castile?,Juan Pardo de Tavera
18424-2105grec.jpg,"This portrait is an example of El Greco's late work. Juan Pardo de Tavera (1472-1545) held both important ecclesiastical and political offices under Charles V, being active among other things as Grand Inquisitor and government chief of Castile. He founded in 1541 the Hospital de San Juan Bautista. By the time of his portrayal, however, he had long been deceased, the portrait was commissioned by Pedro Salazar de Mendoza, an important figure in Toledo's religious life, and the administrator of the Hospital de San Juan Bautista.The painting is signed at the bottom right",When did Juan Pardo de Tavera found the Hospital de San Juan Bautista?,in 1541
21949-4lastsu3.jpg,"""Leonardo's painting of the Last Supper was constructed symmetrically according to the laws of central perspective, with a main figure, Jesus, in the centre. He is physically and psychologically isolated from the other figures and with his hands is pointing to the bread and wine, making the introduction of the Eucharist the central event. In Leonardo's conception, the other figures are reacting directly to Jesus, and at the same time, some of them are coming into contact with each other.James the Great, whose mouth is opened in astonishment, is sitting on the right next to Jesus, and spreading out his arms as if trying to say to the two disciples behind him, who are attempting to command the attention of Jesus with their eloquent gestures and the way they are pushing forward, that they should be quiet and listen.James the Less, the second from the left, places his hand on Peter's back, while Andrew next to him is still holding his hands before him and speaking, but his eyes are already seeking out Jesus. Peter and John are facing each other deep in conversation, just like the group of three on the far right who still seem to be animatedly discussing the previous announcement of the existence of a traitor.That this announcement has indeed already taken place is proven by the behaviour of John and Peter. In contrast with the usual manner of depiction, in which John is lying against Christ's chest, here Leonardo refers to the Gospel of St John (13:24): """"Simon Peter therefore beckoned to him, that he should ask who it should be of whom he spake.""""By combining these two apostles into a group with Judas in this manner, Leonardo was distancing himself from the traditional scheme of depiction used for Last Suppers, according to which Peter and John sat to the right and left of Jesus. In contrast to the other apostles, however, he characterized them so clearly that they are identifiable to the observer. He identified Peter by means of the threatening dagger that he would, at dawn, use to cut off the ear of Malchus, one of the soldiers arresting Jesus.John, the favourite disciple, is wearing red and blue garments as is Jesus, and is seated at his right hand, the most honourable place. But Judas above all was clearly characterized by Leonardo, for he was not, as was customary, placed in the centre of the picture in front of the table, but placed amongst the row of disciples. He is identified by means of several motifs such as his reaching for the bread, the purse containing the reward for his treachery and the knocking over of a saltcellar, a sign of misfortune. Leonardo even formally expressed his isolation from the group by depicting him as the only one whose upper body is leaning against the table, shrinking back from Jesus""",Who was Malchus?,one of the soldiers arresting Jesus
21949-4lastsu3.jpg,"""Leonardo's painting of the Last Supper was constructed symmetrically according to the laws of central perspective, with a main figure, Jesus, in the centre. He is physically and psychologically isolated from the other figures and with his hands is pointing to the bread and wine, making the introduction of the Eucharist the central event. In Leonardo's conception, the other figures are reacting directly to Jesus, and at the same time, some of them are coming into contact with each other.James the Great, whose mouth is opened in astonishment, is sitting on the right next to Jesus, and spreading out his arms as if trying to say to the two disciples behind him, who are attempting to command the attention of Jesus with their eloquent gestures and the way they are pushing forward, that they should be quiet and listen.James the Less, the second from the left, places his hand on Peter's back, while Andrew next to him is still holding his hands before him and speaking, but his eyes are already seeking out Jesus. Peter and John are facing each other deep in conversation, just like the group of three on the far right who still seem to be animatedly discussing the previous announcement of the existence of a traitor.That this announcement has indeed already taken place is proven by the behaviour of John and Peter. In contrast with the usual manner of depiction, in which John is lying against Christ's chest, here Leonardo refers to the Gospel of St John (13:24): """"Simon Peter therefore beckoned to him, that he should ask who it should be of whom he spake.""""By combining these two apostles into a group with Judas in this manner, Leonardo was distancing himself from the traditional scheme of depiction used for Last Suppers, according to which Peter and John sat to the right and left of Jesus. In contrast to the other apostles, however, he characterized them so clearly that they are identifiable to the observer. He identified Peter by means of the threatening dagger that he would, at dawn, use to cut off the ear of Malchus, one of the soldiers arresting Jesus.John, the favourite disciple, is wearing red and blue garments as is Jesus, and is seated at his right hand, the most honourable place. But Judas above all was clearly characterized by Leonardo, for he was not, as was customary, placed in the centre of the picture in front of the table, but placed amongst the row of disciples. He is identified by means of several motifs such as his reaching for the bread, the purse containing the reward for his treachery and the knocking over of a saltcellar, a sign of misfortune. Leonardo even formally expressed his isolation from the group by depicting him as the only one whose upper body is leaning against the table, shrinking back from Jesus""",Who are the other figures reacting directly to?,to Jesus
21949-4lastsu3.jpg,"""Leonardo's painting of the Last Supper was constructed symmetrically according to the laws of central perspective, with a main figure, Jesus, in the centre. He is physically and psychologically isolated from the other figures and with his hands is pointing to the bread and wine, making the introduction of the Eucharist the central event. In Leonardo's conception, the other figures are reacting directly to Jesus, and at the same time, some of them are coming into contact with each other.James the Great, whose mouth is opened in astonishment, is sitting on the right next to Jesus, and spreading out his arms as if trying to say to the two disciples behind him, who are attempting to command the attention of Jesus with their eloquent gestures and the way they are pushing forward, that they should be quiet and listen.James the Less, the second from the left, places his hand on Peter's back, while Andrew next to him is still holding his hands before him and speaking, but his eyes are already seeking out Jesus. Peter and John are facing each other deep in conversation, just like the group of three on the far right who still seem to be animatedly discussing the previous announcement of the existence of a traitor.That this announcement has indeed already taken place is proven by the behaviour of John and Peter. In contrast with the usual manner of depiction, in which John is lying against Christ's chest, here Leonardo refers to the Gospel of St John (13:24): """"Simon Peter therefore beckoned to him, that he should ask who it should be of whom he spake.""""By combining these two apostles into a group with Judas in this manner, Leonardo was distancing himself from the traditional scheme of depiction used for Last Suppers, according to which Peter and John sat to the right and left of Jesus. In contrast to the other apostles, however, he characterized them so clearly that they are identifiable to the observer. He identified Peter by means of the threatening dagger that he would, at dawn, use to cut off the ear of Malchus, one of the soldiers arresting Jesus.John, the favourite disciple, is wearing red and blue garments as is Jesus, and is seated at his right hand, the most honourable place. But Judas above all was clearly characterized by Leonardo, for he was not, as was customary, placed in the centre of the picture in front of the table, but placed amongst the row of disciples. He is identified by means of several motifs such as his reaching for the bread, the purse containing the reward for his treachery and the knocking over of a saltcellar, a sign of misfortune. Leonardo even formally expressed his isolation from the group by depicting him as the only one whose upper body is leaning against the table, shrinking back from Jesus""",What was Jesus?,the main figure
21949-4lastsu3.jpg,"""Leonardo's painting of the Last Supper was constructed symmetrically according to the laws of central perspective, with a main figure, Jesus, in the centre. He is physically and psychologically isolated from the other figures and with his hands is pointing to the bread and wine, making the introduction of the Eucharist the central event. In Leonardo's conception, the other figures are reacting directly to Jesus, and at the same time, some of them are coming into contact with each other.James the Great, whose mouth is opened in astonishment, is sitting on the right next to Jesus, and spreading out his arms as if trying to say to the two disciples behind him, who are attempting to command the attention of Jesus with their eloquent gestures and the way they are pushing forward, that they should be quiet and listen.James the Less, the second from the left, places his hand on Peter's back, while Andrew next to him is still holding his hands before him and speaking, but his eyes are already seeking out Jesus. Peter and John are facing each other deep in conversation, just like the group of three on the far right who still seem to be animatedly discussing the previous announcement of the existence of a traitor.That this announcement has indeed already taken place is proven by the behaviour of John and Peter. In contrast with the usual manner of depiction, in which John is lying against Christ's chest, here Leonardo refers to the Gospel of St John (13:24): """"Simon Peter therefore beckoned to him, that he should ask who it should be of whom he spake.""""By combining these two apostles into a group with Judas in this manner, Leonardo was distancing himself from the traditional scheme of depiction used for Last Suppers, according to which Peter and John sat to the right and left of Jesus. In contrast to the other apostles, however, he characterized them so clearly that they are identifiable to the observer. He identified Peter by means of the threatening dagger that he would, at dawn, use to cut off the ear of Malchus, one of the soldiers arresting Jesus.John, the favourite disciple, is wearing red and blue garments as is Jesus, and is seated at his right hand, the most honourable place. But Judas above all was clearly characterized by Leonardo, for he was not, as was customary, placed in the centre of the picture in front of the table, but placed amongst the row of disciples. He is identified by means of several motifs such as his reaching for the bread, the purse containing the reward for his treachery and the knocking over of a saltcellar, a sign of misfortune. Leonardo even formally expressed his isolation from the group by depicting him as the only one whose upper body is leaning against the table, shrinking back from Jesus""",What is Jesus with pointing to the bread and wine?,with his hands
21949-4lastsu3.jpg,"""Leonardo's painting of the Last Supper was constructed symmetrically according to the laws of central perspective, with a main figure, Jesus, in the centre. He is physically and psychologically isolated from the other figures and with his hands is pointing to the bread and wine, making the introduction of the Eucharist the central event. In Leonardo's conception, the other figures are reacting directly to Jesus, and at the same time, some of them are coming into contact with each other.James the Great, whose mouth is opened in astonishment, is sitting on the right next to Jesus, and spreading out his arms as if trying to say to the two disciples behind him, who are attempting to command the attention of Jesus with their eloquent gestures and the way they are pushing forward, that they should be quiet and listen.James the Less, the second from the left, places his hand on Peter's back, while Andrew next to him is still holding his hands before him and speaking, but his eyes are already seeking out Jesus. Peter and John are facing each other deep in conversation, just like the group of three on the far right who still seem to be animatedly discussing the previous announcement of the existence of a traitor.That this announcement has indeed already taken place is proven by the behaviour of John and Peter. In contrast with the usual manner of depiction, in which John is lying against Christ's chest, here Leonardo refers to the Gospel of St John (13:24): """"Simon Peter therefore beckoned to him, that he should ask who it should be of whom he spake.""""By combining these two apostles into a group with Judas in this manner, Leonardo was distancing himself from the traditional scheme of depiction used for Last Suppers, according to which Peter and John sat to the right and left of Jesus. In contrast to the other apostles, however, he characterized them so clearly that they are identifiable to the observer. He identified Peter by means of the threatening dagger that he would, at dawn, use to cut off the ear of Malchus, one of the soldiers arresting Jesus.John, the favourite disciple, is wearing red and blue garments as is Jesus, and is seated at his right hand, the most honourable place. But Judas above all was clearly characterized by Leonardo, for he was not, as was customary, placed in the centre of the picture in front of the table, but placed amongst the row of disciples. He is identified by means of several motifs such as his reaching for the bread, the purse containing the reward for his treachery and the knocking over of a saltcellar, a sign of misfortune. Leonardo even formally expressed his isolation from the group by depicting him as the only one whose upper body is leaning against the table, shrinking back from Jesus""",What did Jesus identify Peter by means of the threatening dagger that he would use to cut off?,the ear of Malchus
21949-4lastsu3.jpg,"""Leonardo's painting of the Last Supper was constructed symmetrically according to the laws of central perspective, with a main figure, Jesus, in the centre. He is physically and psychologically isolated from the other figures and with his hands is pointing to the bread and wine, making the introduction of the Eucharist the central event. In Leonardo's conception, the other figures are reacting directly to Jesus, and at the same time, some of them are coming into contact with each other.James the Great, whose mouth is opened in astonishment, is sitting on the right next to Jesus, and spreading out his arms as if trying to say to the two disciples behind him, who are attempting to command the attention of Jesus with their eloquent gestures and the way they are pushing forward, that they should be quiet and listen.James the Less, the second from the left, places his hand on Peter's back, while Andrew next to him is still holding his hands before him and speaking, but his eyes are already seeking out Jesus. Peter and John are facing each other deep in conversation, just like the group of three on the far right who still seem to be animatedly discussing the previous announcement of the existence of a traitor.That this announcement has indeed already taken place is proven by the behaviour of John and Peter. In contrast with the usual manner of depiction, in which John is lying against Christ's chest, here Leonardo refers to the Gospel of St John (13:24): """"Simon Peter therefore beckoned to him, that he should ask who it should be of whom he spake.""""By combining these two apostles into a group with Judas in this manner, Leonardo was distancing himself from the traditional scheme of depiction used for Last Suppers, according to which Peter and John sat to the right and left of Jesus. In contrast to the other apostles, however, he characterized them so clearly that they are identifiable to the observer. He identified Peter by means of the threatening dagger that he would, at dawn, use to cut off the ear of Malchus, one of the soldiers arresting Jesus.John, the favourite disciple, is wearing red and blue garments as is Jesus, and is seated at his right hand, the most honourable place. But Judas above all was clearly characterized by Leonardo, for he was not, as was customary, placed in the centre of the picture in front of the table, but placed amongst the row of disciples. He is identified by means of several motifs such as his reaching for the bread, the purse containing the reward for his treachery and the knocking over of a saltcellar, a sign of misfortune. Leonardo even formally expressed his isolation from the group by depicting him as the only one whose upper body is leaning against the table, shrinking back from Jesus""",Who with his hands is pointing to the bread and wine?,Jesus
03093-calvary.jpg,"Traditionally the painting was ascribed to Pieter Bruegel the Elder, however, now Baltens' authorship is fully recognised. The composition was probably inspired, but only in the broadest of outlines, by Pieter Bruegel's painting of this subject, dated 1564, now in Vienna, Kunsthistorisches Museum, which Baltens must have known in Antwerp",Who must Kunsthistorisches Museum have known in Antwerp?,Baltens
03093-calvary.jpg,"Traditionally the painting was ascribed to Pieter Bruegel the Elder, however, now Baltens' authorship is fully recognised. The composition was probably inspired, but only in the broadest of outlines, by Pieter Bruegel's painting of this subject, dated 1564, now in Vienna, Kunsthistorisches Museum, which Baltens must have known in Antwerp",What was ascribed to Pieter Bruegel the Elder?,the painting
