IMAGE_FILE,DESCRIPTION,QUESTION,ANSWER
07640-descent.jpg,The painting was executed for the church of San Felipe Reale in Madrid.The artist was an Italian painter of religious subjects who settled in Spain and was one of the first to work in a Baroque style there. He was the elder brother of Vicente Carducho,Who was the artist the elder brother of?,of Vicente Carducho
07640-descent.jpg,The painting was executed for the church of San Felipe Reale in Madrid.The artist was an Italian painter of religious subjects who settled in Spain and was one of the first to work in a Baroque style there. He was the elder brother of Vicente Carducho,Who was an Italian painter of religious subjects who settled in Spain?,the artist
07640-descent.jpg,The painting was executed for the church of San Felipe Reale in Madrid.The artist was an Italian painter of religious subjects who settled in Spain and was one of the first to work in a Baroque style there. He was the elder brother of Vicente Carducho,Who was one of the first to work in a Baroque style there?,the artist
07640-descent.jpg,The painting was executed for the church of San Felipe Reale in Madrid.The artist was an Italian painter of religious subjects who settled in Spain and was one of the first to work in a Baroque style there. He was the elder brother of Vicente Carducho,What was the artist one of to work in a Baroque style there?,of the first
07640-descent.jpg,The painting was executed for the church of San Felipe Reale in Madrid.The artist was an Italian painter of religious subjects who settled in Spain and was one of the first to work in a Baroque style there. He was the elder brother of Vicente Carducho,Who was the elder brother of Vicente Carducho?,the artist
07640-descent.jpg,The painting was executed for the church of San Felipe Reale in Madrid.The artist was an Italian painter of religious subjects who settled in Spain and was one of the first to work in a Baroque style there. He was the elder brother of Vicente Carducho,What was the artist to work in a Baroque style there?,one of the first
39738-04organ.jpg,"This is another original version of the Venus and Cupid theme, this time showing the young Philip II playing the organ. These paintings of Venus are not based on any mythological theme. It has been suggested that a possible explanation for the exceptional combination of a contemporary (in this case even identifiable) person and a naked woman would be an allegory of the senses. The naked skin, the beauty of the scene, and the sound of the organ could represent the senses of touch, sight and hearing",What are not based on any mythological theme?,these paintings of Venus
39738-04organ.jpg,"This is another original version of the Venus and Cupid theme, this time showing the young Philip II playing the organ. These paintings of Venus are not based on any mythological theme. It has been suggested that a possible explanation for the exceptional combination of a contemporary (in this case even identifiable) person and a naked woman would be an allegory of the senses. The naked skin, the beauty of the scene, and the sound of the organ could represent the senses of touch, sight and hearing",What has been suggested that a possible explanation for the exceptional combination of a contemporary person and a naked woman would be an allegory of the senses?,this
39738-04organ.jpg,"This is another original version of the Venus and Cupid theme, this time showing the young Philip II playing the organ. These paintings of Venus are not based on any mythological theme. It has been suggested that a possible explanation for the exceptional combination of a contemporary (in this case even identifiable) person and a naked woman would be an allegory of the senses. The naked skin, the beauty of the scene, and the sound of the organ could represent the senses of touch, sight and hearing",When is the Venus and Cupid theme?,this time showing the young Philip II playing the organ
39738-04organ.jpg,"This is another original version of the Venus and Cupid theme, this time showing the young Philip II playing the organ. These paintings of Venus are not based on any mythological theme. It has been suggested that a possible explanation for the exceptional combination of a contemporary (in this case even identifiable) person and a naked woman would be an allegory of the senses. The naked skin, the beauty of the scene, and the sound of the organ could represent the senses of touch, sight and hearing",What could represent the senses of touch?,the naked skin and the sound of the organ
39738-04organ.jpg,"This is another original version of the Venus and Cupid theme, this time showing the young Philip II playing the organ. These paintings of Venus are not based on any mythological theme. It has been suggested that a possible explanation for the exceptional combination of a contemporary (in this case even identifiable) person and a naked woman would be an allegory of the senses. The naked skin, the beauty of the scene, and the sound of the organ could represent the senses of touch, sight and hearing",What could the naked skin and the sound of the organ represent?,the senses of touch
39738-04organ.jpg,"This is another original version of the Venus and Cupid theme, this time showing the young Philip II playing the organ. These paintings of Venus are not based on any mythological theme. It has been suggested that a possible explanation for the exceptional combination of a contemporary (in this case even identifiable) person and a naked woman would be an allegory of the senses. The naked skin, the beauty of the scene, and the sound of the organ could represent the senses of touch, sight and hearing",What could the naked skin and the sound of the organ represent the senses of?,of touch
29467-canal_mo.jpg,Aert Van der Neer painted his first moonlit landscape in 1643 and his mastery of this genre established him as one of the most innovative Dutch landscape painters of the 17th century. His mature style of depicting the light of the moon diffused and reflected across a monochrome landscape allowed for a continuation of elements from his tonal period of the previous decades,What established him as one of the most innovative Dutch landscape painters of the 17th century?,Aert Van der Neer's mastery of this genre
29467-canal_mo.jpg,Aert Van der Neer painted his first moonlit landscape in 1643 and his mastery of this genre established him as one of the most innovative Dutch landscape painters of the 17th century. His mature style of depicting the light of the moon diffused and reflected across a monochrome landscape allowed for a continuation of elements from his tonal period of the previous decades,When did Aert Van der Neer's mature style of depicting the light of the moon reflected across a monochrome landscape allow for a continuation of elements?,from his tonal period of the previous decades
29467-canal_mo.jpg,Aert Van der Neer painted his first moonlit landscape in 1643 and his mastery of this genre established him as one of the most innovative Dutch landscape painters of the 17th century. His mature style of depicting the light of the moon diffused and reflected across a monochrome landscape allowed for a continuation of elements from his tonal period of the previous decades,Whose mature style of depicting the light of the moon diffused allowed for a continuation of elements from his tonal period of the previous decades?,Aert Van der Neer's mature style of depicting the light of the moon diffused
29467-canal_mo.jpg,Aert Van der Neer painted his first moonlit landscape in 1643 and his mastery of this genre established him as one of the most innovative Dutch landscape painters of the 17th century. His mature style of depicting the light of the moon diffused and reflected across a monochrome landscape allowed for a continuation of elements from his tonal period of the previous decades,What did Aert Van der Neer paint in 1643?,his first moonlit landscape
29467-canal_mo.jpg,Aert Van der Neer painted his first moonlit landscape in 1643 and his mastery of this genre established him as one of the most innovative Dutch landscape painters of the 17th century. His mature style of depicting the light of the moon diffused and reflected across a monochrome landscape allowed for a continuation of elements from his tonal period of the previous decades,Whose mature style of depicting the light of the moon reflected across a monochrome landscape allowed for a continuation of elements from his tonal period of the previous decades?,Aert Van der Neer's mature style of depicting the light of the moon reflected across a monochrome landscape
29467-canal_mo.jpg,Aert Van der Neer painted his first moonlit landscape in 1643 and his mastery of this genre established him as one of the most innovative Dutch landscape painters of the 17th century. His mature style of depicting the light of the moon diffused and reflected across a monochrome landscape allowed for a continuation of elements from his tonal period of the previous decades,Who painted his first moonlit landscape in 1643?,Aert Van der Neer
39546-newspape.jpg,"The paintings and pastels of Tissot were invariably meticulously drawn, dryly painted, yet often effectively composed, and charmingly anecdotal. Recently they have enjoyed a revival on the art market and among scholars","What were invariably meticulously drawn, dryly painted, yet often effectively composed, and charmingly anecdotal?",the paintings and pastels of Tissot
21388-odysseus.jpg,"King-Stadholder Willem III, one of the chief patrons at the end of the 17th century, commissioned from G�rard de Lairesse mythological love stories for the bedroom in his Soestdijk hunting lodge. Odysseus and Calypso belonged to this group of paintings",What did Odysseus and Calypso belong to?,to this group of paintings
21388-odysseus.jpg,"King-Stadholder Willem III, one of the chief patrons at the end of the 17th century, commissioned from G�rard de Lairesse mythological love stories for the bedroom in his Soestdijk hunting lodge. Odysseus and Calypso belonged to this group of paintings",What commissioned from Grard de Lairesse mythological love stories for the bedroom in his Soestdijk hunting lodge?,King-Stadholder Willem III
21388-odysseus.jpg,"King-Stadholder Willem III, one of the chief patrons at the end of the 17th century, commissioned from G�rard de Lairesse mythological love stories for the bedroom in his Soestdijk hunting lodge. Odysseus and Calypso belonged to this group of paintings",Who did King-Stadholder Willem III commission from mythological love stories for the bedroom in his Soestdijk hunting lodge?,from Grard de Lairesse
21388-odysseus.jpg,"King-Stadholder Willem III, one of the chief patrons at the end of the 17th century, commissioned from G�rard de Lairesse mythological love stories for the bedroom in his Soestdijk hunting lodge. Odysseus and Calypso belonged to this group of paintings",Who was King-Stadholder Willem III one of?,of the chief patrons at the end of the 17th century
21388-odysseus.jpg,"King-Stadholder Willem III, one of the chief patrons at the end of the 17th century, commissioned from G�rard de Lairesse mythological love stories for the bedroom in his Soestdijk hunting lodge. Odysseus and Calypso belonged to this group of paintings",What did King-Stadholder Willem III commission from Grard de Lairesse?,mythological love stories for the bedroom in his Soestdijk hunting lodge
21388-odysseus.jpg,"King-Stadholder Willem III, one of the chief patrons at the end of the 17th century, commissioned from G�rard de Lairesse mythological love stories for the bedroom in his Soestdijk hunting lodge. Odysseus and Calypso belonged to this group of paintings",What did King-Stadholder Willem III commission from Grard de Lairesse lodge?,mythological love stories for the bedroom in his Soestdijk hunting
12035-painstud.jpg,"It is assumed that the painter represented in the picture is Rembrandt, the master of Dou",Who is Rembrandt the master of?,of Dou
12035-painstud.jpg,"It is assumed that the painter represented in the picture is Rembrandt, the master of Dou",Who is Rembrandt?,the master of Dou
12035-painstud.jpg,"It is assumed that the painter represented in the picture is Rembrandt, the master of Dou",What is assumed that the painter represented in the picture is Rembrandt?,it
12035-painstud.jpg,"It is assumed that the painter represented in the picture is Rembrandt, the master of Dou",Who is the master of Dou?,Rembrandt
21190-cpucine.jpg,"Korovin was surely the purest Russian Impressionist, the closest to the French spirit, which his several visits to western Europe after 1885 familiarized him with. His Paris street scenes, lush still-lifes, and pictures of holidaymakers on the Crimean coast, all show him to have been in love with the colours and beauty of the world",What familiarized the French spirit him with?,Korovin's several visits to western Europe after 1885
21190-cpucine.jpg,"Korovin was surely the purest Russian Impressionist, the closest to the French spirit, which his several visits to western Europe after 1885 familiarized him with. His Paris street scenes, lush still-lifes, and pictures of holidaymakers on the Crimean coast, all show him to have been in love with the colours and beauty of the world",What do all show Korovin to have been in?,in love with the colors and beauty of the world
21190-cpucine.jpg,"Korovin was surely the purest Russian Impressionist, the closest to the French spirit, which his several visits to western Europe after 1885 familiarized him with. His Paris street scenes, lush still-lifes, and pictures of holidaymakers on the Crimean coast, all show him to have been in love with the colours and beauty of the world",What show Korovin to have been in love with the colors and beauty of the world?,all
21190-cpucine.jpg,"Korovin was surely the purest Russian Impressionist, the closest to the French spirit, which his several visits to western Europe after 1885 familiarized him with. His Paris street scenes, lush still-lifes, and pictures of holidaymakers on the Crimean coast, all show him to have been in love with the colours and beauty of the world",Who was surely the purest Russian Impressionist?,Korovin
21190-cpucine.jpg,"Korovin was surely the purest Russian Impressionist, the closest to the French spirit, which his several visits to western Europe after 1885 familiarized him with. His Paris street scenes, lush still-lifes, and pictures of holidaymakers on the Crimean coast, all show him to have been in love with the colours and beauty of the world",Who do all show to have been in love with the colors and beauty of the world?,Korovin
21190-cpucine.jpg,"Korovin was surely the purest Russian Impressionist, the closest to the French spirit, which his several visits to western Europe after 1885 familiarized him with. His Paris street scenes, lush still-lifes, and pictures of holidaymakers on the Crimean coast, all show him to have been in love with the colours and beauty of the world",What was Korovin surely?,the purest Russian Impressionist
36091-4absalo1.jpg,"The large scene on the long wall opposite to the battle scene depicts the Death of David's son, Absalom. The Bible characterizes Absalom as the handsomest man in all Israel, and Salviati quotes here the classical model of male beauty, the Apollo Belvedere.In the small image above the scene, Salviati depicts David Plays the Harp. Not shown in the present picture are two further scenes on this wall, David Speaks to the Army, and David Learns Absalom's Death, to the left and to the right of the main scene, respectively",Who quotes here the classical model of male beauty?,Salviati
36091-4absalo1.jpg,"The large scene on the long wall opposite to the battle scene depicts the Death of David's son, Absalom. The Bible characterizes Absalom as the handsomest man in all Israel, and Salviati quotes here the classical model of male beauty, the Apollo Belvedere.In the small image above the scene, Salviati depicts David Plays the Harp. Not shown in the present picture are two further scenes on this wall, David Speaks to the Army, and David Learns Absalom's Death, to the left and to the right of the main scene, respectively",What does the large scene on the long wall opposite to the battle scene depict?,the Death of David's son
36091-4absalo1.jpg,"The large scene on the long wall opposite to the battle scene depicts the Death of David's son, Absalom. The Bible characterizes Absalom as the handsomest man in all Israel, and Salviati quotes here the classical model of male beauty, the Apollo Belvedere.In the small image above the scene, Salviati depicts David Plays the Harp. Not shown in the present picture are two further scenes on this wall, David Speaks to the Army, and David Learns Absalom's Death, to the left and to the right of the main scene, respectively",Who does the Bible characterize Absalom as?,as the handsomest man in all Israel
36091-4absalo1.jpg,"The large scene on the long wall opposite to the battle scene depicts the Death of David's son, Absalom. The Bible characterizes Absalom as the handsomest man in all Israel, and Salviati quotes here the classical model of male beauty, the Apollo Belvedere.In the small image above the scene, Salviati depicts David Plays the Harp. Not shown in the present picture are two further scenes on this wall, David Speaks to the Army, and David Learns Absalom's Death, to the left and to the right of the main scene, respectively",Who does the large scene on the long wall opposite to the battle scene depict the Death of?,of David's son
36091-4absalo1.jpg,"The large scene on the long wall opposite to the battle scene depicts the Death of David's son, Absalom. The Bible characterizes Absalom as the handsomest man in all Israel, and Salviati quotes here the classical model of male beauty, the Apollo Belvedere.In the small image above the scene, Salviati depicts David Plays the Harp. Not shown in the present picture are two further scenes on this wall, David Speaks to the Army, and David Learns Absalom's Death, to the left and to the right of the main scene, respectively",Whose son does the large scene on the long wall opposite to the battle scene depict the Death of?,of David's son
36091-4absalo1.jpg,"The large scene on the long wall opposite to the battle scene depicts the Death of David's son, Absalom. The Bible characterizes Absalom as the handsomest man in all Israel, and Salviati quotes here the classical model of male beauty, the Apollo Belvedere.In the small image above the scene, Salviati depicts David Plays the Harp. Not shown in the present picture are two further scenes on this wall, David Speaks to the Army, and David Learns Absalom's Death, to the left and to the right of the main scene, respectively",Who does Salviati depict in the small image above the scene?,David Plays the Harp
20109-44hooch.jpg,"Pieter de Hooch depicts for us incidents in the daily lives of women at home with their children: the mother watching over the cradle, serving her family at table, reading a letter or working in her kitchen. Some of his paintings show guests arriving in a spotlessly clean room or courtyard, taking a glass of wine, listening to music or conversing together. The keynote of every single picture is an intimate simplicity; the painter conducts us into a calm and quiet world, both clean and orderly, inhabited by the well-to-do. Patrons, whose preference was for something livelier, for gay and colourful peasant scenes, bought pictures by the Ostades, Jan Steen or Jan Miense Molenaer, but de Hooch was popular in the narrower circle of those who appreciated his distinctive approach and delicacy of execution. The magic of his works lies not so much in his subjects as in the means by which he interpreted them: the lucid and balanced composition, the feeling of space and the warm glow of his colours.The sunlight streaming through the window suggests early afternoon. Reflected light and soft shadows are intermingled on the oriental rug spread over the table, the leather-backed chairs, the curtain and the lead-framed window-panes. It seems as if the quiet would be hardly broken by any sounds from far or near. The act of reading by the young woman sitting in a corner of the room is just as objectively portrayed. The atmosphere of intimacy is absolute, emanating alike from the lady and the objects included in the composition",What is absolute?,the atmosphere of intimacy
20109-44hooch.jpg,"Pieter de Hooch depicts for us incidents in the daily lives of women at home with their children: the mother watching over the cradle, serving her family at table, reading a letter or working in her kitchen. Some of his paintings show guests arriving in a spotlessly clean room or courtyard, taking a glass of wine, listening to music or conversing together. The keynote of every single picture is an intimate simplicity; the painter conducts us into a calm and quiet world, both clean and orderly, inhabited by the well-to-do. Patrons, whose preference was for something livelier, for gay and colourful peasant scenes, bought pictures by the Ostades, Jan Steen or Jan Miense Molenaer, but de Hooch was popular in the narrower circle of those who appreciated his distinctive approach and delicacy of execution. The magic of his works lies not so much in his subjects as in the means by which he interpreted them: the lucid and balanced composition, the feeling of space and the warm glow of his colours.The sunlight streaming through the window suggests early afternoon. Reflected light and soft shadows are intermingled on the oriental rug spread over the table, the leather-backed chairs, the curtain and the lead-framed window-panes. It seems as if the quiet would be hardly broken by any sounds from far or near. The act of reading by the young woman sitting in a corner of the room is just as objectively portrayed. The atmosphere of intimacy is absolute, emanating alike from the lady and the objects included in the composition",Who does the atmosphere of intimacy emanate alike from?,from the lady and the objects included in the composition
20109-44hooch.jpg,"Pieter de Hooch depicts for us incidents in the daily lives of women at home with their children: the mother watching over the cradle, serving her family at table, reading a letter or working in her kitchen. Some of his paintings show guests arriving in a spotlessly clean room or courtyard, taking a glass of wine, listening to music or conversing together. The keynote of every single picture is an intimate simplicity; the painter conducts us into a calm and quiet world, both clean and orderly, inhabited by the well-to-do. Patrons, whose preference was for something livelier, for gay and colourful peasant scenes, bought pictures by the Ostades, Jan Steen or Jan Miense Molenaer, but de Hooch was popular in the narrower circle of those who appreciated his distinctive approach and delicacy of execution. The magic of his works lies not so much in his subjects as in the means by which he interpreted them: the lucid and balanced composition, the feeling of space and the warm glow of his colours.The sunlight streaming through the window suggests early afternoon. Reflected light and soft shadows are intermingled on the oriental rug spread over the table, the leather-backed chairs, the curtain and the lead-framed window-panes. It seems as if the quiet would be hardly broken by any sounds from far or near. The act of reading by the young woman sitting in a corner of the room is just as objectively portrayed. The atmosphere of intimacy is absolute, emanating alike from the lady and the objects included in the composition","What show guests arriving in a spotlessly clean room or courtyard, taking a glass of wine, listening to music or conversing together?",some of his paintings
20109-44hooch.jpg,"Pieter de Hooch depicts for us incidents in the daily lives of women at home with their children: the mother watching over the cradle, serving her family at table, reading a letter or working in her kitchen. Some of his paintings show guests arriving in a spotlessly clean room or courtyard, taking a glass of wine, listening to music or conversing together. The keynote of every single picture is an intimate simplicity; the painter conducts us into a calm and quiet world, both clean and orderly, inhabited by the well-to-do. Patrons, whose preference was for something livelier, for gay and colourful peasant scenes, bought pictures by the Ostades, Jan Steen or Jan Miense Molenaer, but de Hooch was popular in the narrower circle of those who appreciated his distinctive approach and delicacy of execution. The magic of his works lies not so much in his subjects as in the means by which he interpreted them: the lucid and balanced composition, the feeling of space and the warm glow of his colours.The sunlight streaming through the window suggests early afternoon. Reflected light and soft shadows are intermingled on the oriental rug spread over the table, the leather-backed chairs, the curtain and the lead-framed window-panes. It seems as if the quiet would be hardly broken by any sounds from far or near. The act of reading by the young woman sitting in a corner of the room is just as objectively portrayed. The atmosphere of intimacy is absolute, emanating alike from the lady and the objects included in the composition",What is an intimate simplicity?,the keynote of every single picture
20109-44hooch.jpg,"Pieter de Hooch depicts for us incidents in the daily lives of women at home with their children: the mother watching over the cradle, serving her family at table, reading a letter or working in her kitchen. Some of his paintings show guests arriving in a spotlessly clean room or courtyard, taking a glass of wine, listening to music or conversing together. The keynote of every single picture is an intimate simplicity; the painter conducts us into a calm and quiet world, both clean and orderly, inhabited by the well-to-do. Patrons, whose preference was for something livelier, for gay and colourful peasant scenes, bought pictures by the Ostades, Jan Steen or Jan Miense Molenaer, but de Hooch was popular in the narrower circle of those who appreciated his distinctive approach and delicacy of execution. The magic of his works lies not so much in his subjects as in the means by which he interpreted them: the lucid and balanced composition, the feeling of space and the warm glow of his colours.The sunlight streaming through the window suggests early afternoon. Reflected light and soft shadows are intermingled on the oriental rug spread over the table, the leather-backed chairs, the curtain and the lead-framed window-panes. It seems as if the quiet would be hardly broken by any sounds from far or near. The act of reading by the young woman sitting in a corner of the room is just as objectively portrayed. The atmosphere of intimacy is absolute, emanating alike from the lady and the objects included in the composition",What emanates alike from the lady and the objects included in the composition?,the atmosphere of intimacy
20109-44hooch.jpg,"Pieter de Hooch depicts for us incidents in the daily lives of women at home with their children: the mother watching over the cradle, serving her family at table, reading a letter or working in her kitchen. Some of his paintings show guests arriving in a spotlessly clean room or courtyard, taking a glass of wine, listening to music or conversing together. The keynote of every single picture is an intimate simplicity; the painter conducts us into a calm and quiet world, both clean and orderly, inhabited by the well-to-do. Patrons, whose preference was for something livelier, for gay and colourful peasant scenes, bought pictures by the Ostades, Jan Steen or Jan Miense Molenaer, but de Hooch was popular in the narrower circle of those who appreciated his distinctive approach and delicacy of execution. The magic of his works lies not so much in his subjects as in the means by which he interpreted them: the lucid and balanced composition, the feeling of space and the warm glow of his colours.The sunlight streaming through the window suggests early afternoon. Reflected light and soft shadows are intermingled on the oriental rug spread over the table, the leather-backed chairs, the curtain and the lead-framed window-panes. It seems as if the quiet would be hardly broken by any sounds from far or near. The act of reading by the young woman sitting in a corner of the room is just as objectively portrayed. The atmosphere of intimacy is absolute, emanating alike from the lady and the objects included in the composition",What is the keynote of every single picture?,an intimate simplicity
09651-03barber.jpg,"The centre part of the ceiling fresco shows Divina Providentia surrounded by virtues, below them the Parcae and Chronos. Above Providentia is Immortalitas with a crown of stars. The three theological virtues Faith, Hope, and Love are shaping a laurel wreath around the Barberini bees crowned by Religio with the keys and Roma with the papal tiara","What are the three theological virtues Faith, Hope, and Love shaping a laurel wreath around?",around the Barberini bees crowned by Religio with the keys and Roma with the papal tiara
09651-03barber.jpg,"The centre part of the ceiling fresco shows Divina Providentia surrounded by virtues, below them the Parcae and Chronos. Above Providentia is Immortalitas with a crown of stars. The three theological virtues Faith, Hope, and Love are shaping a laurel wreath around the Barberini bees crowned by Religio with the keys and Roma with the papal tiara","What are the three theological virtues Faith, Hope, and Love shaping around the Barberini bees crowned by Religio with the keys and Roma with the papal tiara?",a laurel wreath
09651-03barber.jpg,"The centre part of the ceiling fresco shows Divina Providentia surrounded by virtues, below them the Parcae and Chronos. Above Providentia is Immortalitas with a crown of stars. The three theological virtues Faith, Hope, and Love are shaping a laurel wreath around the Barberini bees crowned by Religio with the keys and Roma with the papal tiara",What shows Divina Providentia surrounded by virtues the Parcae and Chronos?,the center part of the ceiling fresco
09651-03barber.jpg,"The centre part of the ceiling fresco shows Divina Providentia surrounded by virtues, below them the Parcae and Chronos. Above Providentia is Immortalitas with a crown of stars. The three theological virtues Faith, Hope, and Love are shaping a laurel wreath around the Barberini bees crowned by Religio with the keys and Roma with the papal tiara",Who does the center part of the ceiling fresco show?,Divina Providentia surrounded by virtues the Parcae and Chronos
09651-03barber.jpg,"The centre part of the ceiling fresco shows Divina Providentia surrounded by virtues, below them the Parcae and Chronos. Above Providentia is Immortalitas with a crown of stars. The three theological virtues Faith, Hope, and Love are shaping a laurel wreath around the Barberini bees crowned by Religio with the keys and Roma with the papal tiara",What is Above Providentia Immortalitas with?,with a crown of stars
09651-03barber.jpg,"The centre part of the ceiling fresco shows Divina Providentia surrounded by virtues, below them the Parcae and Chronos. Above Providentia is Immortalitas with a crown of stars. The three theological virtues Faith, Hope, and Love are shaping a laurel wreath around the Barberini bees crowned by Religio with the keys and Roma with the papal tiara",What are shaping a laurel wreath around the Barberini bees crowned by Religio with the keys and Roma with the papal tiara?,"the three theological virtues Faith, Hope, and Love"
12270-verso14.jpg,"The picture shows one of the 26 narrative scenes from the Stories of the Passion on the reverse side of the Maest&#224;. It is situated in the upper row on the left side below the scene of Pilate's Second Interrogation of Christ.Pilate, on learning that Jesus belonged to the jurisdiction of Herod, sent the prisoner to the king to be judged by him. After questioning Jesus and treating him with ridicule and contempt, Herod sent him back to the Roman governor dressed in a conspicuous garment, the white robe that distinguished lunatics. Action proceeds from the bottom upwards; in the lower scene a servant is holding out to Christ the robe which in the upper scene he is already wearing",What shows one of the 26 narrative scenes from the Stories of the Passion on the reverse side of the Maest &#224;?,the picture
12270-verso14.jpg,"The picture shows one of the 26 narrative scenes from the Stories of the Passion on the reverse side of the Maest&#224;. It is situated in the upper row on the left side below the scene of Pilate's Second Interrogation of Christ.Pilate, on learning that Jesus belonged to the jurisdiction of Herod, sent the prisoner to the king to be judged by him. After questioning Jesus and treating him with ridicule and contempt, Herod sent him back to the Roman governor dressed in a conspicuous garment, the white robe that distinguished lunatics. Action proceeds from the bottom upwards; in the lower scene a servant is holding out to Christ the robe which in the upper scene he is already wearing",Who is a servant holding out to the robe which in the upper scene he is already wearing in the lower scene?,to Christ
12270-verso14.jpg,"The picture shows one of the 26 narrative scenes from the Stories of the Passion on the reverse side of the Maest&#224;. It is situated in the upper row on the left side below the scene of Pilate's Second Interrogation of Christ.Pilate, on learning that Jesus belonged to the jurisdiction of Herod, sent the prisoner to the king to be judged by him. After questioning Jesus and treating him with ridicule and contempt, Herod sent him back to the Roman governor dressed in a conspicuous garment, the white robe that distinguished lunatics. Action proceeds from the bottom upwards; in the lower scene a servant is holding out to Christ the robe which in the upper scene he is already wearing",Who was on learning that Jesus belonged to the jurisdiction of Herod?,pilate
12270-verso14.jpg,"The picture shows one of the 26 narrative scenes from the Stories of the Passion on the reverse side of the Maest&#224;. It is situated in the upper row on the left side below the scene of Pilate's Second Interrogation of Christ.Pilate, on learning that Jesus belonged to the jurisdiction of Herod, sent the prisoner to the king to be judged by him. After questioning Jesus and treating him with ridicule and contempt, Herod sent him back to the Roman governor dressed in a conspicuous garment, the white robe that distinguished lunatics. Action proceeds from the bottom upwards; in the lower scene a servant is holding out to Christ the robe which in the upper scene he is already wearing",What is the picture situated in on the left side below the scene of Pilate's Second Interrogation of Christ?,in the upper row
12270-verso14.jpg,"The picture shows one of the 26 narrative scenes from the Stories of the Passion on the reverse side of the Maest&#224;. It is situated in the upper row on the left side below the scene of Pilate's Second Interrogation of Christ.Pilate, on learning that Jesus belonged to the jurisdiction of Herod, sent the prisoner to the king to be judged by him. After questioning Jesus and treating him with ridicule and contempt, Herod sent him back to the Roman governor dressed in a conspicuous garment, the white robe that distinguished lunatics. Action proceeds from the bottom upwards; in the lower scene a servant is holding out to Christ the robe which in the upper scene he is already wearing",Who does Action proceed from?,from the bottom upwards
12270-verso14.jpg,"The picture shows one of the 26 narrative scenes from the Stories of the Passion on the reverse side of the Maest&#224;. It is situated in the upper row on the left side below the scene of Pilate's Second Interrogation of Christ.Pilate, on learning that Jesus belonged to the jurisdiction of Herod, sent the prisoner to the king to be judged by him. After questioning Jesus and treating him with ridicule and contempt, Herod sent him back to the Roman governor dressed in a conspicuous garment, the white robe that distinguished lunatics. Action proceeds from the bottom upwards; in the lower scene a servant is holding out to Christ the robe which in the upper scene he is already wearing",Who is holding out to Christ the robe which in the upper scene he is already wearing in the lower scene?,a servant
23200-43monaco.jpg,"Lorenzo's paintings of events from the life of the Virgin in the Bartolini-Salimbeni Chapel was commissioned by the Bartolini family. They cover an earlier fresco cycle by Spinello Aretino believed to have been commissioned by Bartolomeo Salimbeni in 1390.The painted architecture of the frescoes extends over the entire narrative, stepping back along sharp diagonals, while the row of figures moves in a gradual diagonal back into space",What steps back along sharp diagonals?,the painted architecture of the frescoes
23200-43monaco.jpg,"Lorenzo's paintings of events from the life of the Virgin in the Bartolini-Salimbeni Chapel was commissioned by the Bartolini family. They cover an earlier fresco cycle by Spinello Aretino believed to have been commissioned by Bartolomeo Salimbeni in 1390.The painted architecture of the frescoes extends over the entire narrative, stepping back along sharp diagonals, while the row of figures moves in a gradual diagonal back into space",What cover an earlier fresco cycle by Spinello Aretino believed to have been commissioned by Bartolomeo Salimbeni in 1390?,Lorenzo's paintings of events from the life of the Virgin in the Bartolini-Salimbeni Chapel
23200-43monaco.jpg,"Lorenzo's paintings of events from the life of the Virgin in the Bartolini-Salimbeni Chapel was commissioned by the Bartolini family. They cover an earlier fresco cycle by Spinello Aretino believed to have been commissioned by Bartolomeo Salimbeni in 1390.The painted architecture of the frescoes extends over the entire narrative, stepping back along sharp diagonals, while the row of figures moves in a gradual diagonal back into space",What extends over the entire narrative?,the painted architecture of the frescoes
23200-43monaco.jpg,"Lorenzo's paintings of events from the life of the Virgin in the Bartolini-Salimbeni Chapel was commissioned by the Bartolini family. They cover an earlier fresco cycle by Spinello Aretino believed to have been commissioned by Bartolomeo Salimbeni in 1390.The painted architecture of the frescoes extends over the entire narrative, stepping back along sharp diagonals, while the row of figures moves in a gradual diagonal back into space",Whose paintings of events from the life of the Virgin in the Bartolini-Salimbeni Chapel cover an earlier fresco cycle by Spinello Aretino believed to have been commissioned by Bartolomeo Salimbeni in 1390?,Lorenzo's paintings of events from the life of the Virgin in the Bartolini-Salimbeni Chapel
23200-43monaco.jpg,"Lorenzo's paintings of events from the life of the Virgin in the Bartolini-Salimbeni Chapel was commissioned by the Bartolini family. They cover an earlier fresco cycle by Spinello Aretino believed to have been commissioned by Bartolomeo Salimbeni in 1390.The painted architecture of the frescoes extends over the entire narrative, stepping back along sharp diagonals, while the row of figures moves in a gradual diagonal back into space",What was commissioned by the Bartolini family?,Lorenzo's paintings of events from the life of the Virgin in the Bartolini-Salimbeni Chapel
23200-43monaco.jpg,"Lorenzo's paintings of events from the life of the Virgin in the Bartolini-Salimbeni Chapel was commissioned by the Bartolini family. They cover an earlier fresco cycle by Spinello Aretino believed to have been commissioned by Bartolomeo Salimbeni in 1390.The painted architecture of the frescoes extends over the entire narrative, stepping back along sharp diagonals, while the row of figures moves in a gradual diagonal back into space",When do Lorenzo's paintings of events from the life of the Virgin in the Bartolini-Salimbeni Chapel cover by Spinello Aretino believed to have been commissioned by Bartolomeo Salimbeni in 1390?,an earlier fresco cycle
